#Wave		#Intensity
3223.529297	407.169678
3221.288086	393.783264
3219.045898	399.250763
3216.803711	414.749420
3214.560547	406.832642
3212.317383	411.177490
3210.073242	388.784027
3207.828125	418.746094
3205.583008	413.063446
3203.336914	375.104797
3201.089844	406.158356
3198.842773	401.596130
3196.594727	404.821381
3194.346680	414.715820
3192.097656	414.600922
3189.847656	403.373779
3187.596680	403.261932
3185.345703	395.375854
3183.094727	409.700043
3180.841797	392.936462
3178.588867	402.814514
3176.335938	398.265137
3174.082031	399.263550
3171.827148	396.935059
3169.571289	402.366974
3167.315430	414.444611
3165.058594	417.652802
3162.801758	402.031219
3160.543945	416.313080
3158.285156	404.021179
3156.025391	416.081207
3153.765625	393.839417
3151.505859	389.305695
3149.244141	413.521942
3146.982422	403.458313
3144.720703	394.505249
3142.457031	397.709381
3140.194336	413.060455
3137.929688	391.966583
3135.665039	410.622040
3133.399414	395.058044
3131.132813	407.082855
3128.866211	377.190765
3126.598633	389.213684
3124.331055	412.252594
3122.062500	405.525360
3119.792969	397.700134
3117.523438	389.879211
3115.252930	406.285614
3112.981445	416.078339
3110.709961	399.455231
3108.437500	411.444458
3106.164063	414.628418
3103.890625	389.223480
3101.616211	391.312561
3099.340820	390.103760
3097.065430	399.881317
3094.789063	422.832489
3092.511719	438.084991
3090.234375	413.813507
3087.956055	408.210388
3085.676758	432.230164
3083.397461	400.303528
3081.117188	429.793945
3078.836914	408.846863
3076.554688	418.593811
3074.273438	438.194550
3071.990234	422.738495
3069.707031	425.903839
3067.422852	437.823822
3065.138672	436.605988
3062.852539	411.322052
3060.567383	404.644073
3058.280273	407.809723
3055.993164	427.368713
3053.705078	398.837555
3051.416992	428.219482
3049.126953	393.151520
3046.837891	397.407410
3044.546875	419.124298
3042.255859	437.555359
3039.964844	412.341827
3037.671875	401.319580
3035.378906	421.920258
3033.083984	421.800659
3030.791016	408.605652
3028.496094	433.543793
3026.199219	442.132751
3023.904297	411.523987
3021.607422	416.849030
3019.308594	411.290283
3017.009766	420.963287
3014.710938	423.018555
3012.412109	425.072571
3010.111328	407.562378
3007.810547	434.609528
3005.509766	417.106445
3003.207031	432.190399
3000.904297	427.724976
2998.601563	444.967743
2996.296875	400.356903
2993.992188	433.867554
2991.685547	418.562836
2989.378906	440.124512
2987.072266	416.156677
2984.765625	432.289429
2982.457031	433.249176
