#Wave		#Intensity
3223.529297	219.760071
3221.288086	217.529007
3219.045898	224.160339
3216.803711	210.719467
3214.560547	220.692780
3212.317383	227.317642
3210.073242	208.316940
3207.828125	223.850967
3205.583008	219.335571
3203.336914	222.614120
3201.089844	229.229111
3198.842773	232.503021
3196.594727	224.653625
3194.346680	219.032211
3192.097656	221.194595
3189.847656	233.356735
3187.596680	224.404724
3185.345703	212.125809
3183.094727	219.839035
3180.841797	228.657944
3178.588867	227.484787
3176.335938	216.327866
3174.082031	207.395233
3171.827148	237.274033
3169.571289	246.075668
3167.315430	230.493256
3165.058594	224.889969
3162.801758	205.999466
3160.543945	232.515289
3158.285156	218.060745
3156.025391	227.959381
3153.765625	227.895844
3151.505859	235.574188
3149.244141	227.768768
3146.982422	212.230118
3144.720703	217.696182
3142.457031	209.902161
3140.194336	242.976746
3137.929688	234.075821
3135.665039	228.491287
3133.399414	227.323914
3131.132813	246.014832
3128.866211	236.019943
3126.598633	209.491776
3124.331055	209.433151
3122.062500	212.680420
3119.792969	235.755753
3117.523438	240.095108
3115.252930	235.623642
3112.981445	213.542847
3110.709961	213.482956
3108.437500	233.225204
3106.164063	212.263367
3103.890625	219.900284
3101.616211	205.549026
3099.340820	227.468948
3097.065430	226.306458
3094.789063	236.127243
3092.511719	234.962891
3090.234375	229.408554
3087.956055	233.733353
3085.676758	242.443817
3083.397461	248.955887
3081.117188	230.246750
3078.836914	230.181885
3076.554688	238.883377
3074.273438	234.434082
3071.990234	228.892090
3069.707031	241.965942
3067.422852	241.897659
3065.138672	216.661621
3062.852539	233.009567
3060.567383	216.539261
3058.280273	241.624527
3055.993164	227.347046
3053.705078	229.468185
3051.416992	230.495682
3049.126953	253.364319
3046.837891	228.181717
3044.546875	256.495331
3042.255859	230.234863
3039.964844	257.440918
3037.671875	248.643646
3035.378906	248.573181
3033.083984	226.704224
3030.791016	239.715317
3028.496094	237.468704
3026.199219	248.291290
3023.904297	239.511307
3021.607422	220.940872
3019.308594	250.255997
3017.009766	236.044006
3014.710938	234.889481
3012.412109	263.088409
3010.111328	264.100433
3007.810547	244.467865
3005.509766	259.605316
3003.207031	223.696548
3000.904297	250.772766
2998.601563	255.042496
2996.296875	243.035080
2993.992188	261.405182
2991.685547	240.727844
2989.378906	249.331619
2987.072266	250.344238
2984.765625	244.855667
2982.457031	259.949493
2980.148438	268.537811
2977.839844	248.976044
2975.529297	249.987122
2973.218750	247.751923
2970.906250	272.557373
2968.595703	271.398193
2966.281250	244.296631
2963.968750	256.113892
2961.654297	252.799576
2959.339844	241.926926
2957.023438	252.654877
2954.708984	265.535461
2952.390625	248.193741
2950.074219	254.595398
2947.755859	269.621216
2945.437500	255.527618
